2343,2353,2436,2548,2613,2650,2687,2734,2790,2818,2855,2911,3004,3106,3236,3431,3664,3961,4259,4547,4909,5086,5300,5337,5411,5281,4872,4026,3004,2102,1330,818,363,139,46,19,0
2343,2362,2436,2557,2622,2650,2706,2762,2818,2864,2911,2985,3069,3162,3292,3487,3775,4092,4426,4695,5188,5262,5197,5234,5402,5383,4380,3506,2464,1665,911,586,335,130,37,9,0
2343,2371,2436,2567,2622,2660,2715,2780,2855,2920,2966,3041,3152,3264,3394,3580,3813,4092,4464,4835,5179,5272,5262,5225,5076,4704,3803,2911,2009,1246,735,456,232,93,28,9,0
2343,2381,2436,2567,2622,2660,2734,2808,2883,2976,3022,3106,3217,3366,3487,3673,3850,4092,4501,4974,5169,5281,5327,5225,4751,4036,3236,2306,1562,837,558,325,130,56,28,9,0
2343,2390,2427,2576,2632,2669,2743,2827,2929,3022,3106,3180,3301,3450,3608,3813,3980,4240,4583,4993,5318,5420,5430,5114,4240,3366,2669,1897,1293,697,372,214,93,37,19,9,0
2343,2399,2427,2576,2632,2678,2762,2855,2976,3069,3171,3273,3385,3534,3738,3952,4119,4389,4667,5011,5476,5551,5523,5002,3710,2697,2102,1497,1032,577,195,93,46,28,19,9,0
2343,2408,2427,2567,2641,2697,2771,2873,3013,3124,3245,3357,3478,3645,3831,4036,4259,4445,4723,5095,5532,5411,5076,4222,3143,2334,1860,1339,893,474,158,84,46,28,19,9,0
2343,2418,2418,2567,2650,2706,2780,2901,3041,3171,3320,3441,3580,3757,3933,4119,4398,4510,4769,5179,5588,5262,4622,3431,2567,1971,1609,1181,744,381,121,74,46,28,19,9,0
2343,2418,2418,2557,2650,2715,2799,2929,3078,3217,3376,3515,3673,3859,3999,4240,4464,4649,4881,5272,5523,5011,3980,2938,2129,1665,1255,921,623,381,121,65,46,28,9,9,0
2343,2427,2418,2557,2660,2734,2827,2957,3106,3273,3431,3589,3757,3952,4064,4361,4529,4788,5002,5355,5448,4769,3320,2446,1702,1348,893,660,502,391,121,56,37,19,9,9,0
2343,2436,2427,2548,2660,2753,2845,2985,3143,3320,3496,3655,3822,4008,4166,4445,4704,4928,5141,5495,5244,4408,2929,2129,1562,1172,725,577,521,372,130,46,37,19,9,9,0
2343,2436,2427,2539,2669,2771,2873,3004,3171,3376,3552,3710,3887,4054,4278,4547,4872,5067,5290,5634,5030,4045,2539,1813,1432,986,567,474,539,353,149,46,28,19,9,9,0
2343,2446,2436,2539,2669,2780,2901,3031,3199,3413,3599,3766,3933,4119,4380,4649,4918,5179,5578,5513,4881,3478,2306,1627,1274,753,381,353,391,260,102,37,28,19,9,9,0
2343,2446,2446,2539,2669,2790,2929,3059,3227,3459,3636,3822,3980,4185,4482,4751,4965,5281,5867,5392,4732,2929,2074,1441,1125,530,195,223,242,167,65,37,19,19,9,9,0
2343,2455,2446,2539,2660,2799,2938,3078,3255,3496,3664,3859,4026,4268,4529,4779,5039,5365,5876,5216,4296,2660,1878,1376,976,418,167,177,167,121,56,28,19,9,9,9,0
2343,2455,2455,2529,2650,2808,2948,3106,3292,3524,3701,3906,4082,4343,4575,4816,5114,5448,5876,5039,3840,2390,1674,1311,828,298,139,121,93,65,37,28,19,9,9,0,0
2343,2464,2464,2539,2650,2790,2948,3115,3320,3552,3738,3924,4129,4408,4639,4909,5151,5523,5513,4844,3264,2176,1525,1209,707,232,130,112,84,65,37,19,19,9,9,0,0
2343,2464,2474,2539,2650,2780,2948,3134,3357,3580,3766,3952,4175,4464,4714,5011,5197,5597,5141,4639,2697,1953,1386,1107,595,167,121,102,84,56,37,19,19,9,9,0,0
2343,2464,2483,2539,2641,2762,2929,3124,3357,3580,3775,3961,4194,4491,4769,5011,5141,5560,4881,4464,2427,1785,1265,976,474,149,130,112,74,56,37,19,19,9,9,0,0
2343,2474,2483,2548,2641,2753,2911,3106,3357,3580,3785,3980,4212,4519,4825,5011,5086,5532,4630,4305,2167,1609,1153,846,353,130,130,112,74,56,37,19,19,9,9,0,0
2343,2464,2483,2548,2650,2753,2901,3087,3310,3515,3710,3906,4147,4454,4760,4928,4983,5458,4529,4026,2018,1479,1116,781,307,130,121,102,74,46,37,19,19,9,9,0,0
2343,2464,2492,2548,2650,2753,2892,3059,3273,3450,3645,3840,4082,4398,4704,4853,4881,5383,4426,3747,1878,1348,1079,725,270,121,112,93,74,46,37,28,19,9,9,0,0
2343,2464,2492,2548,2660,2780,2920,3087,3283,3450,3608,3775,3989,4278,4557,4732,4779,5197,4352,3534,1776,1283,1069,697,242,121,112,93,65,46,28,19,19,9,9,0,0
2343,2464,2483,2539,2669,2808,2948,3115,3301,3441,3571,3720,3896,4157,4426,4612,4676,5011,4268,3329,1674,1209,1060,670,214,112,102,84,56,37,28,19,19,9,9,0,0
2343,2464,2483,2548,2669,2818,2957,3124,3320,3450,3580,3729,3906,4166,4398,4603,4704,4974,4240,3255,1674,1200,1051,651,205,112,102,74,56,37,28,19,9,9,9,0,0
2343,2455,2474,2548,2669,2818,2976,3143,3338,3459,3589,3738,3924,4175,4361,4583,4723,4928,4222,3180,1665,1181,1051,642,186,112,93,74,46,37,19,19,9,9,9,0,0
